_4823077630620	119362
_4823077630637	113973
_4823077630736	34169
0019999247334	138814
0019999247358	138815
0054881005845	69807
0054881005906	80469
0054881005999	69784
0054881006798	107374
0054881007993	57206
0054881008990	69811
0054881009690	69788
0068630300013	118506
012300258562	95662
01230331	87187
01230739	63672
01231932	63668
0132303198020	129216
018653001992	27701
018653003057	101174
02797128	92110
02814928	63629
02833525	75285
02876326	63630
047400130708	130359
04820163540368	92856
054881005845	69807
054881005906	80469
054881005999	69784
054881006316	86580
054881006828	87801
054881007993	57206
054881008020	93121
054881008594	69808
054881008990	69811
054881009188	107374
054881009198	107374
054881009690	69788
054881011181	113633
054881011198	119092
054881011327	116959
054881011884	62641
054881013215	93123
054881015677	111984
054881015707	119145
054881015837	131633
054881015998	54264
054881016087	76934
054881016117	75896
054881016124	75894
054881016148	75895
05488101665	130280
054881016674	16312
054881016728	16906
054881016780	111856
054881016797	121741
054881016803	111945
054881016810	111946
054881017060	121736
054881017138	119871
054881018975	131618
054881018982	131619
054881018999	131620
058496813048	106054
05902377000353	130903
05902377000360	130904
0700330166301	123674
070235109106	136033
070235109304	136034
070235109458	136035
070330600065	119860
0710535601336	136138
071737040614	138814
071737497005	138815
073982206470	87704
073982208245	105734
078257582020	103821
078257592579	103821
078922233622	11666
0800050016804	134284
080432107003	12376
080432107010	7129
080432400234	116907
080432400340	115626
080432402146	127519
080432402184	124629
080432402733	111756
080432402931	135324
080432402979	130552
080432402993	123537
080480280017	132030
082000765585	134724
087000651289	117745
087000652286	122783
096749021345	123149
123123123123123	
12340194	22318
12346806	125418
12346851	125418
132303198037	133516
136661	97079
1654131496784	68557
170752	23259
1820112650841	88031
18591662022039	129874
2000000000015	62676
2000000002873	135847
2000000005935	117103
2000000011752	49496
2000000011769	115939
2000000011776	43402
2000000011783	35125
2000000011790	117402
2000000011806	35907
2000000011813	35152
2000000011820	35153
2000000011837	43391
2000000011844	35209
2000000011851	35890
2000000011868	44119
2000000011875	44616
2000000011882	50546
2000000011899	76416
2000000011905	76412
2000000011912	35885
2000000011929	35199
2000000011936	124290
2000000011943	111993
2000000011950	35200
2000000011967	49802
2000000011974	112683
2000000011981	46052
2000000011998	128496
2000000012001	131063
2000000012018	131942
2000000012025	131064
2000000012032	131941
2000000012049	128492
2000000012056	128490
2000000012063	128494
2000000012070	128489
2000000012087	128488
2000000012094	128495
2000000012100	128491
2000000012117	117295
2000000012124	44617
2000000012131	106161
2000000012148	113490
2000000012155	130703
2000000012162	130709
2000000012179	130710
2000000012186	130714
2000000012193	130722
2000000012209	130713
2000000012216	130759
2000000012223	130715
2000000012230	130712
200000004101	8811
2000000137605	137461
2000000137612	137460
2000000139654	137462
2000000356693	129959
2000000474151	137789
2000000587585	124666
2000000613727	114106
2000000613956	124711
2000000767611	35678
2000000767628	136994
2000000796161	124710
2000000831961	124121
2000000912745	123849
2000002902013	23048
20000064258698	125293
2000022730358	117588
2000022730365	134318
2000022730556	122742
2000022730631	124058
2000022730648	123853
2000022730662	124060
2000022730679	124059
2000022732611	120284
2000022733380	117914
20002961	124078
20003470	44067
20003548	124141
20005719	137483
20005825	44074
20005832	124810
2000791920141	129860
2000791920158	129861
2000791920165	129859
2000791934650	124688
2000791936586	129951
2000791936883	125443
2000792025845	122237
2000792030023	132065
2000792036582	125444
2000792036599	129870
2000792043481	123876
2000792054432	122234
2000792056160	127292
2000792058751	123903
2000792060877	134993
2000792063939	124056
2000792063946	124713
2000792063953	124714
2000792070180	133316
2000990694539	132261
2000990697578	138834
2000990708335	130403
2000990711052	134702
2000990734808	138684
2000990734853	138684
2000990736826	138684
2000990737946	137251
2000999088414	28936
2000999088490	138318
20019907	128272
2002635390011	125561
2002635390028	125562
2002635390035	124636
2002635390042	125563
2002635390059	124638
2002635390066	130524
2002635390080	27276
2002635390097	127720
2002635390103	133334
