119362	_4823077630620
113973	_4823077630637
34169	_4823077630736
138814	0019999247334
138815	0019999247358
69807	0054881005845
80469	0054881005906
69784	0054881005999
107374	0054881006798
57206	0054881007993
69811	0054881008990
69788	0054881009690
118506	0068630300013
95662	012300258562
87187	01230331
63672	01230739
63668	01231932
129216	0132303198020
27701	018653001992
101174	018653003057
92110	02797128
63629	02814928
75285	02833525
63630	02876326
130359	047400130708
92856	04820163540368
69807	054881005845
80469	054881005906
69784	054881005999
86580	054881006316
87801	054881006828
57206	054881007993
93121	054881008020
69808	054881008594
69811	054881008990
107374	054881009188
107374	054881009198
69788	054881009690
113633	054881011181
119092	054881011198
116959	054881011327
62641	054881011884
93123	054881013215
111984	054881015677
119145	054881015707
131633	054881015837
54264	054881015998
76934	054881016087
75896	054881016117
75894	054881016124
75895	054881016148
130280	05488101665
16312	054881016674
16906	054881016728
111856	054881016780
121741	054881016797
111945	054881016803
111946	054881016810
121736	054881017060
119871	054881017138
131618	054881018975
131619	054881018982
131620	054881018999
106054	058496813048
130903	05902377000353
130904	05902377000360
123674	0700330166301
136033	070235109106
136034	070235109304
136035	070235109458
119860	070330600065
136138	0710535601336
138814	071737040614
138815	071737497005
87704	073982206470
105734	073982208245
103821	078257582020
103821	078257592579
11666	078922233622
134284	0800050016804
12376	080432107003
7129	080432107010
116907	080432400234
115626	080432400340
127519	080432402146
124629	080432402184
111756	080432402733
135324	080432402931
130552	080432402979
123537	080432402993
132030	080480280017
134724	082000765585
117745	087000651289
122783	087000652286
123149	096749021345
	123123123123123
22318	12340194
125418	12346806
125418	12346851
133516	132303198037
97079	136661
68557	1654131496784
23259	170752
88031	1820112650841
129874	18591662022039
62676	2000000000015
135847	2000000002873
117103	2000000005935
49496	2000000011752
115939	2000000011769
43402	2000000011776
35125	2000000011783
117402	2000000011790
35907	2000000011806
35152	2000000011813
35153	2000000011820
43391	2000000011837
35209	2000000011844
35890	2000000011851
44119	2000000011868
44616	2000000011875
50546	2000000011882
76416	2000000011899
76412	2000000011905
35885	2000000011912
35199	2000000011929
124290	2000000011936
111993	2000000011943
35200	2000000011950
49802	2000000011967
112683	2000000011974
46052	2000000011981
128496	2000000011998
131063	2000000012001
131942	2000000012018
131064	2000000012025
131941	2000000012032
128492	2000000012049
128490	2000000012056
128494	2000000012063
128489	2000000012070
128488	2000000012087
128495	2000000012094
128491	2000000012100
117295	2000000012117
44617	2000000012124
106161	2000000012131
113490	2000000012148
130703	2000000012155
130709	2000000012162
130710	2000000012179
130714	2000000012186
130722	2000000012193
130713	2000000012209
130759	2000000012216
130715	2000000012223
130712	2000000012230
8811	200000004101
137461	2000000137605
137460	2000000137612
137462	2000000139654
129959	2000000356693
137789	2000000474151
124666	2000000587585
114106	2000000613727
124711	2000000613956
35678	2000000767611
136994	2000000767628
124710	2000000796161
124121	2000000831961
123849	2000000912745
23048	2000002902013
125293	20000064258698
117588	2000022730358
134318	2000022730365
122742	2000022730556
124058	2000022730631
123853	2000022730648
124060	2000022730662
124059	2000022730679
120284	2000022732611
117914	2000022733380
124078	20002961
44067	20003470
124141	20003548
137483	20005719
44074	20005825
124810	20005832
129860	2000791920141
129861	2000791920158
129859	2000791920165
124688	2000791934650
129951	2000791936586
125443	2000791936883
122237	2000792025845
132065	2000792030023
125444	2000792036582
129870	2000792036599
123876	2000792043481
122234	2000792054432
127292	2000792056160
123903	2000792058751
134993	2000792060877
124056	2000792063939
124713	2000792063946
124714	2000792063953
133316	2000792070180
132261	2000990694539
138834	2000990697578
130403	2000990708335
134702	2000990711052
138684	2000990734808
138684	2000990734853
138684	2000990736826
137251	2000990737946
28936	2000999088414
138318	2000999088490
128272	20019907
125561	2002635390011
125562	2002635390028
124636	2002635390035
125563	2002635390042
124638	2002635390059
130524	2002635390066
27276	2002635390080
127720	2002635390097
133334	2002635390103
137692	2002635390110
137693	2002635390127
44076	20029838
112717	20032029
112707	20032036
136909	20032982
125152	20036409
44069	20056735
130680	20058012
132570	2005922118824
129240	2006398000804
134397	2006608036524
121179	20070281
98067	2007184070919
76283	20073046
76283	20073053
124077	20075125
131175	20079598
126850	20093099
112706	20118174
126848	20158644
138262	20163228
130908	20170196
133527	20213114
124076	20214432
132566	2024496420683
138269	20245542
138328	20254193
136910	20267605
76277	20282790
76283	20293741
76283	20293758
44800	20307967
76277	20398071
124809	20411978
126852	20419837
126842	20419844
76331	20432447
49318	20436261
126831	20498016
125150	20499525
118135	2050000018862
127635	2050000127908
126851	20501198
112701	20544676
112700	20544683
112702	20544690
97943	2056883400008
97929	2056883500005
97946	2056883600002
76240	20573461
130899	2058005
76277	20585167
121171	20625283
76240	20625597
128325	20627058
130684	20633776
130909	20715533
121178	20758448
129138	20760748
124076	20761271
126844	20819231
130684	20823924
138327	20934804
126853	20981150
12742	2100000010806
12796	2100000010813
133052	2100006
121390	2100051
131879	2100058
128958	2100125
118960	2100264
122281	2100273
126476	2100331
139273	2100470
122964	2100479
124174	2100518
125222	2100597
130469	2100652
124010	2100727
128775	2100734
113675	2100766
128692	2100852
137286	2100856
123607	2100980
122509	2101024
135841	2101044
121334	2101106
127959	2101176
115999	2101183
124419	2101193
111942	2101242
119082	2101323
113689	2101400
137041	2101414
121896	2101421
117205	2101504
127914	2101508
126227	2101522
131095	2101631
112001	2101647
137474	2101651
135097	2101688
119630	2101724
128541	2101753
136684	2101790
115575	2101791
126483	2101806
126260	2101823
125565	2101907
122413	2102007
129350	2102131
114831	2102208
121785	2102228
132426	2102243
115798	2102245
111551	2102256
125783	2102333
123561	2102366
127893	2102440
124718	2102451
131897	2102477
130513	2102606
128504	2102626
126904	2102679
138304	2102696
112206	2102748
117453	2102765
133123	2102954
134771	2103127
122865	2103240
131990	2103348
138471	2103361
122707	2103457
112297	2103535
126435	2103589
138824	2103668
122008	2103744
112441	2103750
	2103827
112546	2103827
127834	2103887
124895	2103917
127259	2104015
134478	2104036
127626	2104070
124273	2104114
136742	2104233
126625	2104392
117404	2104401
123471	2104417
133142	2104457
132887	2104464
117477	2104524
119756	2104527
136712	2104555
112654	2104668
127627	2104723
122933	2104744
119887	2104798
123107	2104833
138473	2104852
136796	2104883
127954	2104965
124269	2104972
111390	2105126
130527	2105157
132353	2105266
135865	2105311
123475	2105348
124507	2105379
112307	2105412
121163	2105418
128691	2105554
128185	2105559
129815	2105672
